"Name","Example","Description","Type","Min","Max","Default"
"Actual_IndividualIntervention_Configs","[link](../json/campaign-delayedintervention_actual_individualintervention_configs.json)","An array of nested interventions to be distributed at the end of a delay period, to covered fraction of the population.","array of json objects","NA","NA","NA"
"Coverage","[link](../json/campaign-delayedintervention_coverage.json)","The proportion of individuals who receive the **DelayedIntervention** that actually receive the configured interventions. This can be useful to target the intervention to a subset of the people that got the delay. To target the subgroup more specifically, distribute a **BroadcastEvent** and use a **NodeLevelHealthTriggeredIV** to distributes the desired intervention.","float","0","1","1"
"Delay_Period_Constant","[link](../json/campaign-delayedintervention_delay_period_constant.json)","The delay period, in days, to use for all interventions when **Delay_Period_Distribution** is set to CONSTANT_DISTRIBUTION.","float","0","3.40282E+38","-1"
"Delay_Period_Distribution","[link](../json/campaign-delayedintervention_delay_period_distribution.json)","The distribution type to use for assigning the delay period for distributing interventions. Each assigned value is a random draw from the distribution.<br> <br> Possible values are:<br> <br> NOT_INITIALIZED<br> No distribution set. <br> CONSTANT_DISTRIBUTION<br> Use the same value for each individual. Set **Delay_Period_Constant**.<br> UNIFORM_DISTRIBUTION<br> Use a `uniform`_ distribution with a given minimum and maximum. Set **Delay_Period_Max** and **Delay_Period_Min**.<br> GAUSSIAN_DISTRIBUTION<br> The distribution is `Gaussian`_ (or normal). Values are resampled to ensure >= 0. Set **Delay_Period_Gaussian_Mean** and **Delay_Period_Gaussian_Std_Dev**.<br> EXPONENTIAL_DISTRIBUTION<br> The distribution is `exponential`_ with a given mean. Set **Delay_Period_Exponential**.<br> WEIBULL_DISTRIBUTION<br> Use a `Weibull`_ distribution with a given shape and scale. Set **Delay_Period_Kappa** and **Delay_Period_Lambda**.<br> LOG_NORMAL_DISTRIBUTION<br> Use a `log-normal`_ distribution with a given mean and standard deviation of the natural log. Set **Delay_Period_Log_Normal_Mu** and **Delay_Period_Log_Normal_Sigma**.<br> POISSON_DISTRIBUTION<br> Use a `Poisson`_ distribution with a given mean. Set **Delay_Period_Poisson_Mean**. <br> DUAL_CONSTANT_DISTRIBUTION<br> Use a distribution where some individuals are set to a value of zero and the rest to a given value. Set **Delay_Period_Proportion_0** and **Peak_2_Value**.<br> DUAL_EXPONENTIAL_DISTRIBUTION<br> Use two `exponential`_ distributions with given means. Set **Delay_Period_Mean_1**, **Delay_Period_Mean_2**, and **Delay_Period_Proportion_1**. <br> <br> <br> .. _Gaussian: https://en.wikipedia.org/wiki/Normal_distribution<br> <br> .. _exponential: https://en.wikipedia.org/wiki/Exponential_distribution<br> <br> .. _Weibull: https://en.wikipedia.org/wiki/Weibull_distribution<br> <br> .. _log-normal: https://en.wikipedia.org/wiki/Log-normal_distribution<br> <br> .. _uniform: https://en.wikipedia.org/wiki/Uniform_distribution_(continuous)<br> <br> .. _Poisson: https://en.wikipedia.org/wiki/Poisson_distribution","enum","NA","NA","NOT_INITIALIZED"
"Delay_Period_Exponential","[link](../json/campaign-delayedintervention_delay_period_exponential.json)","The mean of the delay period, in days, when **Delay_Period_Distribution** is set to EXPONENTIAL_DISTRIBUTION.","float","0","3.40282E+38","-1"
"Delay_Period_Gaussian_Mean","[link](../json/campaign-delayedintervention_delay_period_gaussian_mean.json)","The mean of the delay period, in days, when **Delay_Period_Distribution** is set to GAUSSIAN_DISTRIBUTION.","float","0","3.40282E+38","-1"
"Delay_Period_Gaussian_Std_Dev","[link](../json/campaign-delayedintervention_delay_period_gaussian_std_dev.json)","The standard deviation of the delay period, in days, when **Delay_Period_Distribution** is set to GAUSSIAN_DISTRIBUTION.","float","1.17549E-38","3.40282E+38","-1"
"Delay_Period_Kappa","[link](../json/campaign-delayedintervention_delay_period_kappa.json)","The shape value for the delay period, in days, when **Delay_Period_Distribution** is set to WEIBULL_DISTRIBUTION.","float","1.17549E-38","3.40282E+38","-1"
"Delay_Period_Lambda","[link](../json/campaign-delayedintervention_delay_period_lambda.json)","The scale value for the delay period, in days, when **Delay_Period_Distribution** is set to WEIBULL_DISTRIBUTION.","float","1.17549E-38","3.40282E+38","-1"
"Delay_Period_Log_Normal_Mu","[link](../json/campaign-delayedintervention_delay_period_log_normal_mu.json)","The mean of the natural log of the delay period, in days, when **Delay_Period_Distribution** is set to LOG_NORMAL_DISTRIBUTION.","float","-3.40282e+38","1.70141e+38","3.40282e+38"
"Delay_Period_Log_Normal_Sigma","[link](../json/campaign-delayedintervention_delay_period_log_normal_sigma.json)","The standard deviation of the natural log of the delay period, in days, when **Delay_Period_Distribution** is set to LOG_NORMAL_DISTRIBUTION.","float","-3.40282e+38","1.70141e+38","3.40282E+38"
"Delay_Period_Max","[link](../json/campaign-delayedintervention_delay_period_max.json)","The maximum delay period, in days, when **Delay_Period_Distribution** is set to UNIFORM_DISTRIBUTION.","float","0","3.40282E+38","-1"
"Delay_Period_Mean_1","[link](../json/campaign-delayedintervention_delay_period_mean_1.json)","The mean of the first exponential distribution, in days, when **Delay_Period_Distribution** is set to DUAL_EXPONENTIAL_DISTRIBUTION.","float","1.17549E-38","3.40282E+38","-1"
"Delay_Period_Mean_2","[link](../json/campaign-delayedintervention_delay_period_mean_2.json)","The mean of the second exponential distribution, in days, when **Delay_Period_Distribution** is set to DUAL_EXPONENTIAL_DISTRIBUTION.","float","1.17549E-38","3.40282E+38","-1"
"Delay_Period_Min","[link](../json/campaign-delayedintervention_delay_period_min.json)","The minimum delay period, in days, when **Delay_Period_Distribution** is set to UNIFORM_DISTRIBUTION.","float","0","3.40282E+38","-1"
"Delay_Period_Peak_2_Value","[link](../json/campaign-delayedintervention_delay_period_peak_2_value.json)","The delay period value to assign to the remaining interventions when **Delay_Period_Distribution** is set to DUAL_CONSTANT_DISTRIBUTION.","float","0","3.40282E+38","-1"
"Delay_Period_Poisson_Mean","[link](../json/campaign-delayedintervention_delay_period_poisson_mean.json)","The mean of the delay period when **Delay_Period_Distribution** is set to POISSON_DISTRIBUTION.","float","0","3.40282E+38","-1"
"Delay_Period_Proportion_0","[link](../json/campaign-delayedintervention_delay_period_proportion_0.json)","The proportion of interventions to assign a value of zero delay when **Delay_Period_Distribution** is set to DUAL_CONSTANT_DISTRIBUTION.","float","0","1","-1"
"Delay_Period_Proportion_1","[link](../json/campaign-delayedintervention_delay_period_proportion_1.json)","The proportion of interventions in the first exponential distribution when **Delay_Period_Distribution** is set to DUAL_EXPONENTIAL_DISTRIBUTION.","float","0","1","-1"
"Disqualifying_Properties","[link](../json/campaign-delayedintervention_disqualifying_properties.json)","A list of **IndividualProperty** key:value pairs that cause an intervention to be aborted (persistent interventions will stop being distributed to individuals with these values). See :ref:`demo-properties` parameters for more information. Generally used to control the flow of health care access. For example, to prevent the same individual from accessing health care via two different routes at the same time.","array of strings","NA","NA","[]"
"Dont_Allow_Duplicates","[link](../json/campaign-delayedintervention_dont_allow_duplicates.json)","If an individual's container has an intervention, set to true (1) to prevent them from receiving another copy of the intervention. Supported by all intervention classes.","boolean","0","1","0"
"Intervention_Name","[link](../json/campaign-delayedintervention_intervention_name.json)","The optional name used to refer to this intervention as a means to differentiate it from others that use the same class.","string","NA","NA","DelayedIntervention"
"New_Property_Value","[link](../json/campaign-delayedintervention_new_property_value.json)","An optional **IndividualProperty** key:value pair that will be assigned when the intervention is applied. See :ref:`demo-properties` parameters for more information. Generally used to indicate the broad category of health care cascade to which an intervention belongs to prevent individuals from accessing care through multiple pathways. For example, if an individual must already be taking a particular medication to be prescribed a new one.","string","NA","NA",""""""
