"Name","Example","Type","Min","Max","Default","Description"
"Enable_Maternal_Protection","[link](../json/config-immunity-hiv_enable_maternal_protection.json)","boolean","0","1","0","Controls whether or not mothers pass immunity on to their infants. Setting to 1 (true) enables maternal protection as defined by **Maternal_Protection_Type**. **Enable_Birth** must be set to 1 (true)."
"Immune_Threshold_For_Downsampling","[link](../json/config-immunity-hiv_immune_threshold_for_downsampling.json)","float","0","1","0","The threshold on acquisition immunity at which to apply immunity-dependent downsampling; individuals who are more immune than this this threshold are downsampled. A value of 1 is equivalent to full susceptibility and 0 is equivalent to full immunity. If the acquisition immunity modifier is larger than the threshold, no downsampling occurs. **Individual_Sampling_Type** must set to ADAPTED_SAMPLING_BY_IMMUNE_STATE."
"Maternal_Linear_Slope","[link](../json/config-immunity-hiv_maternal_linear_slope.json)","float","0.0001","1","0.01","Slope parameter describing the rate of waning for maternal protection, must be positive. The per-day increase in susceptibility. **Maternal_Protection_Type** must be set to LINEAR_FRACTIONAL or LINEAR_BINARY."
"Maternal_Linear_SusZero","[link](../json/config-immunity-hiv_maternal_linear_suszero.json)","float","0","1","0.2","The initial level of maternal protection at age 0, given as susceptibility. A value of 0.0 implies total protection, a value of 1.0 implies no protection. **Maternal_Protection_Type** must be set to LINEAR_FRACTIONAL or LINEAR_BINARY."
"Maternal_Protection_Type","[link](../json/config-immunity-hiv_maternal_protection_type.json)","enum","NA","NA","NONE","The type of maternal protection afforded to infants. **Enable_Maternal_Protection** must be set to 1 (true). Possible values are:<br> <br> NONE <br> No immune protection is passed on to infants.<br> LINEAR<br> Susceptibility is a function of age and governed by a linear equation. Susceptibility = **Maternal_Linear_Slope** * age + **Maternal_Linear_SusZero**<br> SIGMOID<br> Susceptibility is a function of age and governed by a sigmoidal equation. Susceptibility = **Maternal_Sigmoid_SusInit** + (1.0 - **Maternal_Sigmoid_SusInit**) / * (1.0 + EXP(( **Maternal_Sigmoid_HalfMaxAge** - age) / **Maternal_Sigmoid_SteepFac**))<br> <br> You must set **Susceptibility_Type** to determine if susceptibility at a particular age is interpreted as a fractional value or the probability of complete immunity or susceptibility."
"Maternal_Sigmoid_HalfMaxAge","[link](../json/config-immunity-hiv_maternal_sigmoid_halfmaxage.json)","float","-270","3650","180","The age in days that the level of maternal protection is half of its initial value. **Maternal_Protection_Type** must be set to SIGMOID_FRACTIONAL or SIGMOID_BINARY."
"Maternal_Sigmoid_SteepFac","[link](../json/config-immunity-hiv_maternal_sigmoid_steepfac.json)","float","0.1","1000","30","The steepness factor describing the rate of waning for maternal protection, must be positive. Small values imply rapid waning.**Maternal_Protection_Type** must be set to SIGMOID_FRACTIONAL or SIGMOID_BINARY."
"Maternal_Sigmoid_SusInit","[link](../json/config-immunity-hiv_maternal_sigmoid_susinit.json)","float","0","1","0","The initial level of maternal protection at age -INF, given as susceptibility. A value of 0.0 implies total protection, a value of 1.0 implies no protection. **Maternal_Protection_Type** must be set to SIGMOID_FRACTIONAL or SIGMOID_BINARY."
"Post_Infection_Acquisition_Multiplier","[link](../json/config-immunity-hiv_post_infection_acquisition_multiplier.json)","float","0","1","0","The multiplicative reduction in the probability of reacquiring disease. At the time of recovery, the immunity against acquisition is multiplied by **Acquisition_Blocking_Immunity_Decay_Rate** x (1 - **Post_Infection_Acquisition_Multiplier**). **Enable_Immunity** must be set to 1 (true)."
"Post_Infection_Mortality_Multiplier","[link](../json/config-immunity-hiv_post_infection_mortality_multiplier.json)","float","0","1","0","The multiplicative reduction in the probability of dying from infection after getting reinfected. At the time of recovery, the immunity against mortality is multiplied by **Mortality_Blocking_Immunity_Decay_Rate** x (1 - **Post_Infection_Mortality_Multiplier**). **Enable_Immunity** must be set to 1 (true)."
"Post_Infection_Transmission_Multiplier","[link](../json/config-immunity-hiv_post_infection_transmission_multiplier.json)","float","0","1","0","The multiplicative reduction in the probability of transmitting infection after getting reinfected. At the time of recovery, the immunity against transmission is multiplied by **Transmission_Blocking_Immunity_Decay_Rate** x (1 - **Post_Infection_Transmission_Multiplier**). **Enable_Immunity** must be set to 1 (true)."
"Susceptibility_Type","[link](../json/config-immunity-hiv_susceptibility_type.json)","enum","NA","NA","FRACTIONAL","Controls implementation of an individual's susceptibility. Currently only relevant to **Maternal_Protection_Type** parameter. Possible values are:<br> <br> FRACTIONAL<br> All agents are assigned equal values between 0 and 1 according to a governing equation as specified by **Maternal_Protection_Type**.<br> BINARY<br> Agents receive a value of either 0 or 1 (complete immunity or susceptibility) with the probability determined by a governing equation as specified by **Maternal_Protection_Type**."
