"Name","Example","Description","Type","Min","Max","Default"
"Enable_Aging","[link](../json/config-enable-hiv_enable_aging.json)","Controls whether or not individuals in a population age during the simulation. **Enable_Vital_Dynamics** must be set to true (1).","boolean","0","1","1"
"Enable_Air_Migration","[link](../json/config-enable-hiv_enable_air_migration.json)","Controls whether or not migration by air travel will occur. **Migration_Model** must be set to FIXED_RATE_MIGRATION.","boolean","0","1","0"
"Enable_Birth","[link](../json/config-enable-hiv_enable_birth.json)","Controls whether or not individuals will be added to the simulation by birth. **Enable_Vital_Dynamics** must be set to true (1). If you want new individuals to have the same intervention coverage as existing individuals, you must add a **BirthTriggeredIV** to the campaign file.","boolean","0","1","1"
"Enable_Coital_Dilution","[link](../json/config-enable-hiv_enable_coital_dilution.json)","Controls whether or not coital dilution will occur.","boolean","0","1","1"
"Enable_Default_Reporting","[link](../json/config-enable-hiv_enable_default_reporting.json)","Controls whether or not the default InsetChart.json report is created.","boolean","0","1","1"
"Enable_Demographics_Builtin","[link](../json/config-enable-hiv_enable_demographics_builtin.json)","Controls whether or not built-in demographics for default geography will be used. Note that the built-in demographics feature does not represent a real geographical location and is mostly used for testing. Set to true (1) to define the initial population and number of nodes using **Default_Geography_Initial_Node_Population** and **Default_Geography_Torus_Size**. Set to false (0) to use demographics input files defined in **Demographics_Filenames**.","boolean","0","1","0"
"Enable_Demographics_Reporting","[link](../json/config-enable-hiv_enable_demographics_reporting.json)","Controls whether or not demographic summary data and age-binned reports are outputted to file.","boolean","0","1","1"
"Enable_Family_Migration","[link](../json/config-enable-hiv_enable_family_migration.json)","Controls whether or not all members of a household can migrate together when a MigrateFamily event occurs. All residents must be home before they can leave on the trip. **Migration_Model** must be set to FIXED_RATE_MIGRATION.","boolean","0","1","0"
"Enable_Heterogeneous_Intranode_Transmission","[link](../json/config-enable-hiv_enable_heterogeneous_intranode_transmission.json)","Controls whether or not individuals experience heterogeneous disease transmission within a node. When set to true (1), individual property definitions and the $\\beta$ matrix must be specified in the demographics file (see :ref:`demo-properties` parameters). The $\\beta$ values are multiplied with the $\\beta$ :sub:`0` value configured by **Base_Infectivity**.<br> <br> This is used only in generic, environmental, and typhoid simulations, but must be set to false (0) for all other simulation types. Heterogeneous transmission for other diseases uses other mechanistic parameters included with the simulation type.","boolean","0","1","0"
"Enable_Infectivity_Reservoir","[link](../json/config-enable-hiv_enable_infectivity_reservoir.json)","Controls whether or not an exogeneous reservoir of infectivity will be included in the simulation and allows for the infectivity in a node to be increased additively. When set to 1 (true), the demographics parameter **InfectivityReservoirSize** is expected in **NodeAtttributes** for each node.<br> <br> .. warning::<br> <br> Do not set both **Enable_Infectivity_Reservoir** and  **Enable_Strain_Tracking** to true (1) - as this combination will cause an exception error.","boolean","0","1","0"
"Enable_Initial_Susceptibility_Distribution","[link](../json/config-enable-hiv_enable_initial_susceptibility_distribution.json)","Controls whether or not individuals in the population have immunity at the beginning of the simulation. If set to 0, individuals are not initialized with immunity but may acquire immunity. If set to 1, you must indicate the type of distribution to use for immunity in the configuration parameter **Susceptibility_Initialization_Distribution_Type** and the distribution values in the demographics file. **Enable_Immunity** must be set to 1.","boolean","0","1","0"
"Enable_Interventions","[link](../json/config-enable-hiv_enable_interventions.json)","Controls whether or not campaign interventions will be used in the simulation. Set **Campaign_Filename** to the path of the file that contains the campaign interventions.","boolean","0","1","0"
"Enable_Local_Migration","[link](../json/config-enable-hiv_enable_local_migration.json)","Controls whether or not local migration (the diffusion of people in and out of nearby nodes by foot travel) occurs. **Migration_Model** must be set to FIXED_RATE_MIGRATION.","boolean","0","1","0"
"Enable_Maternal_Infection_Transmission","[link](../json/config-enable-hiv_enable_maternal_infection_transmission.json)","Controls whether or not infectious mothers infect infants at birth. **Enable_Birth** must be set to 1 (true).<br> <br> .. warning::<br> <br> Do not set both **Enable_Maternal_Infection_Transmission** and  **Enable_Strain_Tracking** to true (1) - as this combination will cause an exception error.","boolean","0","1","0"
"Enable_Maternal_Protection","[link](../json/config-enable-hiv_enable_maternal_protection.json)","Controls whether or not mothers pass immunity on to their infants. Setting to 1 (true) enables maternal protection as defined by **Maternal_Protection_Type**. **Enable_Birth** must be set to 1 (true).","boolean","0","1","0"
